Id;MSSubClass;MSZoning;Neighborhood;OverallQual;RoofStyle;BsmtQual;HeatingQC;CentralAir;1stFlrSF;GrLivArea;BsmtFullBath;KitchenQual;GarageType;GarageFinish;GarageCars;PavedDrive;SalePrice
245;60;RL;SawyerW;7;Gable;Gd;Ex;Y;1222;2110;1;Gd;Attchd;RFn;2;Y;205000
246;20;RL;NWAmes;7;Gable;Gd;Gd;Y;1872;1872;0;TA;Attchd;Fin;2;Y;241500
247;190;RM;OldTown;6;Gable;Fa;Gd;N;908;1928;0;Fa;Detchd;Unf;1;Y;137000
248;20;RL;NAmes;6;Hip;TA;Ex;Y;1375;1375;0;TA;Attchd;Unf;2;Y;140000
249;60;RL;CollgCr;7;Gable;Gd;Ex;Y;840;1668;0;Gd;Attchd;RFn;2;Y;180000
250;50;RL;ClearCr;6;Gable;Gd;Gd;Y;1444;2144;0;Gd;Attchd;Fin;2;Y;277000
251;30;RL;BrkSide;3;Gable;TA;Ex;Y;1306;1306;0;Fa;;;0;Y;76500
252;120;RM;Crawfor;8;Hip;Gd;Ex;Y;1625;1625;1;Gd;Attchd;Fin;2;Y;235000
253;60;RL;SawyerW;6;Gable;Gd;Ex;Y;798;1640;0;Gd;Attchd;RFn;2;Y;173000
254;80;RL;NAmes;6;Hip;Gd;Ex;Y;1302;1302;0;Gd;Attchd;RFn;1;Y;158000
255;20;RL;NAmes;5;Gable;TA;TA;Y;1314;1314;1;TA;Attchd;RFn;1;Y;145000
256;60;RL;Gilbert;7;Gable;Gd;Ex;Y;1005;2291;0;Gd;BuiltIn;Fin;2;Y;230000
257;60;FV;Somerst;6;Gable;Gd;Ex;Y;864;1728;0;Gd;Attchd;RFn;2;Y;207500
258;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1604;1604;1;Gd;Attchd;RFn;2;Y;220000
259;60;RL;CollgCr;7;Gable;Gd;Ex;Y;963;1792;0;Gd;Attchd;RFn;2;Y;231500
260;20;RM;OldTown;5;Gable;;Gd;Y;882;882;0;TA;Detchd;Unf;1;Y;97000
261;80;RL;NAmes;6;Gable;TA;TA;Y;1382;1382;1;TA;Attchd;Unf;2;Y;176000
262;60;RL;CollgCr;8;Gable;Ex;Ex;Y;1482;2574;0;Ex;BuiltIn;Fin;3;Y;276000
263;80;RL;Sawyer;6;Gable;Gd;TA;Y;1212;1212;1;TA;Attchd;Unf;2;Y;151000
264;50;RM;OldTown;5;Gable;TA;TA;Y;926;1316;1;TA;Detchd;Unf;2;Y;130000
265;30;RM;OldTown;5;Gable;Fa;Gd;N;764;764;0;TA;Detchd;Unf;2;N;73000
266;20;RL;NWAmes;6;Gable;Gd;TA;Y;1422;1422;0;Gd;Attchd;Fin;2;Y;175500
267;60;RL;Gilbert;6;Gable;Gd;Gd;Y;802;1511;1;TA;Attchd;Fin;2;Y;185000
268;75;RL;SWISU;5;Gable;TA;Ex;Y;1052;2192;0;Gd;Detchd;Unf;1;Y;179500
269;30;RM;IDOTRR;5;Gable;TA;Ex;Y;778;778;0;TA;Detchd;Fin;1;Y;120500
270;20;RL;Edwards;6;Hip;TA;TA;Y;1113;1113;1;TA;Attchd;RFn;1;Y;148000
271;60;FV;Somerst;8;Gable;Gd;Gd;Y;1095;1939;0;Gd;Attchd;RFn;3;Y;266000
272;20;RL;ClearCr;7;Flat;Gd;Ex;Y;1363;1363;1;TA;Attchd;Unf;2;Y;241500
273;60;RL;NoRidge;8;Gable;Gd;Ex;Y;1164;2270;0;Gd;Attchd;Fin;3;Y;290000
274;20;RL;NAmes;6;Hip;TA;Gd;Y;1632;1632;1;TA;Attchd;RFn;1;Y;139000
275;20;RL;Mitchel;5;Gable;TA;TA;Y;816;816;0;TA;Attchd;Unf;1;Y;124500
276;50;RL;BrkSide;7;Gable;TA;Gd;N;952;1548;0;Ex;Detchd;Unf;2;Y;205000
277;20;RL;Mitchel;7;Gable;Ex;Ex;Y;1560;1560;0;Gd;Attchd;Fin;2;Y;201000
278;20;RL;Gilbert;4;Gable;TA;Ex;Y;864;864;0;TA;Detchd;Unf;2;Y;141000
279;20;RL;NridgHt;9;Gable;Ex;Ex;Y;2121;2121;0;Ex;Attchd;Fin;3;Y;415298
280;60;RL;ClearCr;7;Hip;Gd;Ex;Y;1156;2022;0;TA;Attchd;Fin;2;Y;192000
281;60;RL;SawyerW;7;Gable;Gd;Gd;Y;1175;1982;0;Gd;Attchd;Fin;2;Y;228500
282;20;FV;Somerst;6;Gable;Gd;Gd;Y;1262;1262;0;Gd;Attchd;Fin;2;Y;185000
283;120;RL;NridgHt;7;Gable;Gd;Ex;Y;1314;1314;1;Gd;Attchd;RFn;2;Y;207500
284;20;RL;Somerst;8;Gable;Gd;Ex;Y;1468;1468;0;Gd;Attchd;Fin;3;Y;244600
285;120;RL;SawyerW;6;Gable;Gd;Gd;Y;1575;1575;1;Gd;Attchd;RFn;2;Y;179200
286;160;FV;Somerst;7;Gable;Gd;Ex;Y;625;1250;0;Gd;Detchd;RFn;2;Y;164700
287;50;RL;NAmes;6;Gable;TA;TA;Y;1085;1734;0;Gd;Attchd;RFn;2;Y;159000
288;20;RL;NAmes;4;Gable;TA;TA;Y;858;858;0;TA;;;0;Y;88000
289;20;RL;Sawyer;5;Gable;TA;TA;Y;900;900;0;TA;Detchd;Unf;1;Y;122000
290;70;RL;BrkSide;6;Gable;TA;Ex;Y;698;1396;0;TA;Detchd;Unf;1;Y;153575
291;60;RL;CollgCr;8;Gable;Gd;Ex;Y;1079;1919;0;Gd;Attchd;RFn;2;Y;233230
292;190;RL;SWISU;5;Gable;TA;Ex;N;936;1716;1;Fa;;;0;N;135900
293;50;RL;Edwards;5;Gable;TA;Gd;Y;1148;1716;0;TA;Attchd;Unf;1;Y;131000
294;60;RL;NWAmes;7;Gable;TA;Fa;Y;1468;2263;1;Gd;Attchd;Fin;2;Y;235000
295;20;RL;NAmes;6;Hip;TA;TA;Y;1644;1644;1;TA;Attchd;Fin;2;Y;167000
296;80;RL;Mitchel;6;Gable;TA;TA;Y;1003;1003;1;TA;Detchd;Unf;2;Y;142500
297;50;RM;IDOTRR;5;Gable;TA;TA;Y;910;1558;0;TA;Attchd;Unf;1;Y;152000
298;60;FV;Somerst;7;Hip;Gd;Ex;Y;975;1950;0;Gd;Detchd;RFn;2;Y;239000
299;60;RL;NWAmes;6;Mansard;TA;Gd;Y;1041;1743;0;TA;Attchd;Unf;2;Y;175000
300;20;RL;Crawfor;6;Gable;TA;Ex;Y;1152;1152;0;Gd;Attchd;Unf;1;Y;158500
301;190;RL;Crawfor;5;Hip;TA;TA;Y;1336;1336;1;TA;Attchd;Unf;1;Y;157000
302;60;RL;CollgCr;8;Gable;Gd;Ex;Y;1210;2452;0;Gd;BuiltIn;Fin;2;Y;267000
303;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1541;1541;0;Gd;Attchd;RFn;3;Y;205000
304;20;RL;CollgCr;5;Gable;TA;TA;Y;894;894;1;TA;Attchd;Unf;2;Y;149900
305;75;RM;OldTown;7;Gable;TA;Ex;Y;1675;3493;0;Gd;Attchd;Unf;3;Y;295000
306;20;RL;CollgCr;8;Gable;Gd;Ex;Y;2000;2000;1;Gd;Attchd;Fin;3;Y;305900
307;60;RL;SawyerW;7;Gable;Gd;Gd;Y;1122;2243;1;Gd;Attchd;RFn;3;Y;225000
308;50;RM;IDOTRR;6;Gable;TA;TA;Y;1035;1406;0;Fa;;;0;N;89500
309;30;RL;Edwards;4;Gable;TA;Ex;Y;861;861;0;TA;Detchd;Unf;2;Y;82500
310;20;RL;NridgHt;9;Gable;Ex;Ex;Y;1944;1944;1;Ex;Attchd;Fin;3;Y;360000
311;60;RL;Gilbert;6;Gable;Gd;Gd;Y;697;1501;0;Gd;Attchd;Fin;2;Y;165600
312;20;RL;NAmes;6;Gable;TA;Ex;Y;972;972;1;TA;Detchd;Unf;1;Y;132000
313;190;RM;OldTown;5;Gable;Gd;TA;Y;793;1118;1;TA;Detchd;Unf;2;Y;119900
314;20;RL;Timber;7;Hip;Gd;TA;Y;2036;2036;2;TA;Attchd;RFn;2;Y;375000
315;70;RM;OldTown;7;Gable;TA;Ex;Y;832;1641;0;Ex;Detchd;Unf;2;Y;178000
316;60;RL;Gilbert;7;Gable;Gd;Ex;Y;716;1432;1;Gd;Attchd;Fin;2;Y;188500
317;60;RL;NWAmes;7;Gable;Gd;TA;Y;1153;2353;1;Ex;Attchd;RFn;2;Y;260000
318;60;FV;Somerst;8;Gable;Gd;Ex;Y;1088;1959;0;Gd;Attchd;RFn;3;Y;270000
319;60;RL;NoRidge;7;Gable;Gd;Ex;Y;1372;2646;1;Gd;Attchd;RFn;3;Y;260000
320;80;RL;NWAmes;7;Gable;Gd;TA;Y;1472;1472;1;TA;Attchd;Unf;2;Y;187500
321;60;RL;NridgHt;9;Gable;Ex;Ex;Y;1249;2596;0;Gd;Attchd;RFn;3;Y;342643
322;60;RL;NridgHt;8;Gable;Ex;Ex;Y;1136;2468;1;Gd;BuiltIn;Fin;3;Y;354000
323;60;RL;SawyerW;7;Gable;TA;Ex;Y;1553;2730;1;Gd;Attchd;Fin;2;Y;301000
324;20;RM;OldTown;3;Gable;TA;Ex;Y;1163;1163;1;TA;Attchd;Unf;1;Y;126175
325;80;RL;NAmes;7;Mansard;Gd;Ex;Y;1898;2978;0;Gd;BuiltIn;Fin;2;Y;242000
326;45;RM;IDOTRR;5;Gable;TA;Po;N;803;803;0;TA;Detchd;Unf;2;Y;87000
327;120;RL;Veenker;8;Gable;Gd;Ex;Y;1719;1719;2;Gd;Attchd;Fin;2;Y;324000
328;20;RL;NAmes;6;Hip;TA;TA;Y;1383;1383;0;TA;Attchd;RFn;1;Y;145250
329;75;RL;BrkSide;6;Gable;TA;Gd;N;1445;2134;0;Gd;Detchd;Unf;2;Y;214500
330;70;RM;IDOTRR;5;Gable;TA;TA;N;596;1192;0;TA;Detchd;Unf;1;N;78000
331;90;RL;NAmes;5;Gable;TA;TA;Y;1728;1728;0;TA;Detchd;Unf;1;Y;119000
332;20;RL;NAmes;5;Gable;TA;Fa;Y;1056;1056;1;TA;Attchd;RFn;1;Y;139000
333;20;RL;NridgHt;8;Gable;Gd;Ex;Y;1629;1629;1;Gd;Attchd;RFn;3;Y;284000
334;120;RM;NridgHt;7;Gable;Gd;Ex;Y;1358;1358;1;Gd;Attchd;RFn;2;Y;207000
335;60;RL;Gilbert;6;Gable;Gd;Gd;Y;943;1638;1;TA;Attchd;Fin;2;Y;192000
336;190;RL;Timber;5;Gable;TA;Ex;Y;1619;1786;2;TA;Attchd;Fin;2;Y;228950
337;20;RL;StoneBr;9;Hip;Ex;Ex;Y;1922;1922;1;Gd;Attchd;Fin;3;Y;377426
338;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1536;1536;1;Gd;Attchd;RFn;2;Y;214000
339;20;RL;NWAmes;7;Gable;Gd;Ex;Y;1621;1621;1;Gd;Attchd;RFn;2;Y;202500
340;20;RL;NAmes;6;Hip;TA;TA;Y;1215;1215;0;TA;Attchd;Unf;1;Y;155000
341;60;RL;Timber;8;Gable;Gd;Ex;Y;993;1908;0;Gd;Attchd;Fin;2;Y;202900
342;20;RH;SawyerW;4;Gable;TA;Gd;Y;841;841;0;TA;CarPort;Unf;1;N;82000
343;90;RL;NAmes;3;Gable;;Fa;N;1040;1040;0;TA;Detchd;Unf;2;Y;87500
344;120;RL;NridgHt;9;Hip;Ex;Ex;Y;1684;1684;0;Ex;Attchd;RFn;2;Y;266000
345;160;RM;MeadowV;5;Gable;Gd;TA;Y;536;1112;0;TA;Attchd;Unf;1;Y;85000
346;50;RL;BrkSide;6;Gable;TA;Gd;Y;972;1577;0;Fa;Detchd;Unf;1;Y;140200
347;20;RL;NAmes;6;Hip;TA;TA;Y;958;958;0;TA;Attchd;RFn;1;Y;151500
348;20;RL;NAmes;6;Gable;TA;Ex;Y;1478;1478;1;TA;Attchd;Unf;2;Y;157500
349;160;RL;NridgHt;7;Gable;Gd;Ex;Y;764;1626;1;Gd;BuiltIn;RFn;2;Y;154000
350;60;RL;NridgHt;9;Hip;Ex;Ex;Y;1848;2728;1;Ex;Attchd;Fin;3;Y;437154
351;120;RL;NridgHt;9;Hip;Ex;Ex;Y;1869;1869;0;Ex;Attchd;RFn;2;Y;318061
352;120;RL;ClearCr;7;Gable;Gd;Gd;Y;1453;1453;1;Gd;Attchd;RFn;2;Y;190000
353;50;RL;Edwards;5;Gable;TA;TA;N;616;1111;0;TA;Detchd;Unf;1;Y;95000
354;30;RM;OldTown;6;Gable;TA;Gd;Y;720;720;0;TA;Detchd;Unf;2;Y;105900
355;50;RL;SWISU;6;Gable;TA;Ex;Y;1192;1595;0;TA;Attchd;Unf;1;Y;140000
356;20;RL;CollgCr;6;Gable;Gd;Ex;Y;1200;1200;1;Gd;Attchd;RFn;2;Y;177500
357;20;RL;Gilbert;6;Gable;Gd;Gd;Y;1167;1167;1;Gd;Attchd;RFn;2;Y;173000
358;120;RM;MeadowV;5;Gable;Gd;TA;Y;1142;1142;1;TA;Attchd;Fin;2;Y;134000
359;80;RL;ClearCr;5;Hip;TA;Ex;Y;1352;1352;0;Gd;BuiltIn;Unf;1;Y;130000
360;60;RL;NoRidge;8;Gable;Gd;Ex;Y;1086;1924;1;Gd;Attchd;RFn;2;Y;280000
361;85;RL;Mitchel;6;Gable;Gd;Ex;Y;912;912;1;TA;Attchd;RFn;2;Y;156000
362;50;RL;BrkSide;5;Gable;TA;Gd;Y;988;1505;1;TA;Detchd;Unf;1;N;145000
363;85;RL;Edwards;7;Gable;;Ex;Y;495;1922;0;Gd;BuiltIn;RFn;2;Y;198500
364;160;RM;BrDale;6;Gable;TA;Gd;Y;483;987;0;Gd;Detchd;Unf;1;Y;118000
365;60;RL;NWAmes;6;Gable;Gd;TA;Y;790;1574;1;TA;Attchd;Fin;2;Y;190000
366;70;RM;IDOTRR;5;Hip;TA;Gd;Y;672;1344;0;TA;Detchd;Unf;1;Y;147000
367;20;RL;NAmes;6;Gable;Gd;Gd;Y;1394;1394;1;TA;Attchd;RFn;2;Y;159000
368;80;RL;NAmes;6;Gable;Gd;Gd;Y;1431;1431;0;TA;Basment;RFn;1;Y;165000
369;20;RL;NAmes;5;Gable;TA;Gd;Y;1268;1268;0;TA;Attchd;Fin;1;Y;132000
370;20;RL;NAmes;5;Gable;TA;Ex;Y;1287;1287;1;Gd;Detchd;Fin;2;Y;162000
371;60;RL;Gilbert;6;Gable;Gd;Ex;Y;953;1664;0;TA;Attchd;RFn;2;Y;172400
372;50;RL;ClearCr;4;Gable;;TA;Y;1120;1588;0;TA;Detchd;Fin;2;N;134432
373;120;RL;SawyerW;6;Gable;Gd;TA;Y;752;752;1;TA;Attchd;Unf;1;Y;125000
374;20;RL;NAmes;5;Gable;TA;TA;Y;1319;1319;1;TA;Attchd;Unf;1;Y;123000
375;60;RL;CollgCr;7;Gable;Gd;Ex;Y;847;1928;0;Gd;BuiltIn;Fin;2;Y;219500
376;30;RL;Edwards;1;Gable;Fa;Gd;N;904;904;1;Fa;;;0;Y;61000
377;85;RL;CollgCr;5;Gable;Gd;Ex;Y;914;914;0;TA;Detchd;Unf;2;Y;148000
378;60;FV;Somerst;8;Gable;Gd;Ex;Y;1580;2466;0;Gd;Attchd;RFn;2;Y;340000
379;20;RL;StoneBr;9;Hip;Ex;Ex;Y;1856;1856;1;Ex;Attchd;Fin;3;Y;394432
380;60;RL;Gilbert;6;Gable;Gd;Ex;Y;1007;1800;0;TA;Attchd;Fin;2;Y;179000
381;50;RL;SWISU;5;Gable;TA;TA;Y;1026;1691;0;Gd;Detchd;Unf;1;Y;127000
382;20;FV;Somerst;7;Gable;Gd;Ex;Y;1301;1301;1;Gd;Attchd;RFn;2;Y;187750
383;60;RL;CollgCr;7;Gable;Gd;Ex;Y;939;1797;0;Gd;Attchd;RFn;2;Y;213500
384;45;RH;SawyerW;6;Gable;Fa;TA;N;784;784;0;TA;Detchd;Unf;2;N;76000
385;60;RL;ClearCr;6;Gable;Gd;Ex;Y;1079;1953;1;Gd;Attchd;Fin;2;Y;240000
386;120;RL;Blmngtn;8;Gable;Gd;Ex;Y;1269;1269;0;Gd;Attchd;Fin;2;Y;192000
387;50;RL;Edwards;5;Gambrel;TA;TA;Y;658;1184;0;TA;;;0;N;81000
388;80;RL;Edwards;6;Hip;TA;Ex;Y;1125;1125;1;TA;Detchd;Unf;1;Y;125000
389;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1479;1479;0;Gd;Attchd;RFn;2;Y;191000
390;60;RL;NridgHt;10;Gable;Ex;Ex;Y;1742;2332;1;Ex;BuiltIn;Fin;3;Y;426000
391;50;RL;Edwards;5;Gable;TA;Ex;Y;961;1367;1;TA;Detchd;Unf;1;Y;119000
392;60;RL;Mitchel;6;Gable;Ex;Ex;Y;804;1961;1;Gd;BuiltIn;Fin;2;Y;215000
393;20;RL;NAmes;5;Gable;;TA;Y;882;882;0;TA;Attchd;RFn;1;Y;106500
394;30;RL;BrkSide;4;Gable;TA;TA;Y;788;788;0;TA;;;0;Y;100000
395;50;RL;OldTown;5;Gable;TA;Gd;Y;735;1034;0;TA;Detchd;Unf;1;Y;109000
396;20;RL;Edwards;5;Gable;TA;TA;Y;1144;1144;1;TA;Attchd;Unf;1;Y;129000
397;20;RL;CollgCr;5;Hip;TA;TA;Y;894;894;0;TA;Detchd;RFn;2;Y;123000
398;60;RL;NAmes;5;Gable;TA;TA;Y;876;1812;0;TA;Attchd;RFn;1;Y;169500
399;30;RM;IDOTRR;5;Gable;Fa;Gd;Y;1077;1077;0;TA;Detchd;Unf;1;N;67000
400;60;FV;Somerst;7;Gable;Gd;Ex;Y;1112;1550;1;Gd;Attchd;Fin;2;Y;241000
401;120;RL;Veenker;8;Gable;Gd;Ex;Y;1288;1288;1;Ex;Attchd;Fin;2;Y;245500
402;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1310;1310;0;Gd;Attchd;Fin;2;Y;164990
403;30;RL;Sawyer;5;Gable;TA;Ex;Y;672;672;0;TA;Detchd;Unf;1;N;108000
404;60;RL;NoRidge;8;Hip;Gd;Gd;Y;1165;2263;0;Gd;BuiltIn;Fin;2;Y;258000
405;60;RL;Gilbert;6;Gable;Gd;Gd;Y;806;1572;0;TA;BuiltIn;Fin;2;Y;168000
406;20;RL;Sawyer;4;Gable;TA;Ex;Y;1620;1620;1;TA;Attchd;Unf;2;Y;150000
407;50;RL;SWISU;6;Gable;TA;Ex;Y;1166;1639;0;TA;Detchd;Unf;1;Y;115000
408;70;RL;Crawfor;6;Gable;Gd;Ex;Y;840;1680;0;TA;Attchd;Unf;1;Y;177000
409;60;RL;NridgHt;7;Gable;Ex;Ex;Y;1071;2172;0;Gd;Attchd;RFn;3;Y;280000
410;60;FV;Somerst;8;Gable;Ex;Ex;Y;1050;2078;1;Ex;Attchd;Fin;3;Y;339750
411;20;RL;Edwards;5;Gable;TA;TA;Y;1276;1276;0;TA;Attchd;Unf;1;Y;60000
412;190;RL;Gilbert;5;Hip;TA;TA;N;1056;1056;1;TA;Attchd;Fin;2;Y;145000
413;20;FV;Somerst;7;Gable;Ex;Ex;Y;1478;1478;1;Gd;Attchd;Fin;2;Y;222000
414;30;RM;OldTown;5;Gable;TA;Gd;Y;1028;1028;0;TA;Detchd;Unf;2;Y;115000
415;60;RL;SawyerW;7;Gable;Gd;Ex;Y;1080;2097;0;Gd;Attchd;Unf;3;Y;228000
416;20;RL;Gilbert;7;Gable;Gd;Ex;Y;1340;1340;0;Gd;Attchd;Fin;2;Y;181134
417;60;RL;Sawyer;6;Hip;TA;TA;Y;672;1400;0;TA;Attchd;Fin;2;Y;149500
418;70;RL;Crawfor;6;Hip;Gd;TA;N;1370;2624;1;TA;Detchd;Unf;3;N;239000
419;50;RL;Edwards;5;Gable;TA;Fa;N;756;1134;1;TA;Detchd;Unf;1;P;126000
420;20;RL;NAmes;5;Gable;TA;Ex;Y;1056;1056;1;TA;Attchd;Unf;1;Y;142000
421;90;RM;Mitchel;7;Gable;Gd;Ex;Y;1344;1344;2;TA;Attchd;Fin;4;Y;206300
422;20;RL;NWAmes;6;Gable;Gd;Gd;Y;1602;1602;0;Gd;Attchd;Fin;2;Y;215000
423;20;RL;Mitchel;5;Hip;TA;Ex;Y;988;988;0;TA;Attchd;RFn;2;N;113000
424;60;RL;NoRidge;8;Gable;Gd;Gd;Y;1470;2630;1;Gd;Attchd;Fin;3;Y;315000
425;20;RL;NAmes;6;Gable;Gd;Gd;Y;1196;1196;1;TA;Attchd;RFn;1;Y;139000
426;60;RM;OldTown;7;Gable;TA;Gd;Y;707;1389;0;TA;Detchd;Unf;1;P;135000
427;80;RL;SawyerW;7;Gable;Gd;Gd;Y;1644;1644;1;Gd;Attchd;Fin;2;Y;275000
428;20;RL;NAmes;4;Hip;TA;Ex;Y;907;907;0;TA;Detchd;Unf;1;Y;109008
429;20;RL;CollgCr;7;Gable;Gd;Ex;Y;1208;1208;1;Gd;Attchd;RFn;2;Y;195400
430;20;RL;Timber;6;Gable;Gd;TA;Y;1412;1412;1;Gd;Attchd;Unf;2;Y;175000
431;160;RM;BrDale;6;Gable;TA;TA;Y;483;987;0;TA;Detchd;Unf;1;Y;85400
432;50;RM;OldTown;6;Gable;TA;Gd;Y;1088;1198;0;TA;;;0;N;79900
433;160;RM;BrDale;5;Gable;TA;Ex;Y;765;1365;1;TA;Detchd;Unf;2;Y;122500
434;60;RL;Gilbert;6;Gable;Gd;Ex;Y;926;1604;0;TA;Attchd;Fin;2;Y;181000
435;180;RM;MeadowV;4;Gable;Gd;Gd;Y;630;630;1;TA;;;0;Y;81000
436;60;RL;CollgCr;7;Gable;Gd;Ex;Y;827;1661;1;Gd;Attchd;RFn;2;Y;212000
437;50;RM;OldTown;6;Gable;Fa;TA;Y;734;1118;0;TA;Detchd;Unf;2;Y;116000
438;45;RM;BrkSide;6;Gable;TA;Gd;Y;904;904;0;TA;Detchd;Unf;1;Y;119000
439;30;RL;Crawfor;5;Gable;TA;TA;N;694;694;0;Gd;Detchd;Unf;1;P;90350
440;50;RL;Edwards;6;Gable;TA;Gd;Y;684;1196;0;Gd;Detchd;Unf;2;Y;110000
441;20;RL;NridgHt;10;Hip;Ex;Ex;Y;2402;2402;1;Ex;Attchd;Fin;3;Y;555000
442;90;RL;Edwards;4;Gable;TA;TA;N;1440;1440;0;Fa;;;0;Y;118000
443;50;RM;BrkSide;5;Gable;TA;TA;Y;1128;1573;0;TA;Detchd;Unf;2;P;162900
444;120;RL;Blmngtn;7;Gable;Ex;Ex;Y;1258;1258;0;Gd;Attchd;Fin;3;Y;172500
445;60;RL;CollgCr;7;Gable;Gd;Ex;Y;933;1908;1;Gd;Attchd;Unf;2;Y;210000
446;20;RL;Edwards;6;Hip;TA;Fa;Y;1689;1689;0;TA;Attchd;Unf;2;Y;127500
447;20;RL;NAmes;6;Gable;TA;Ex;Y;1888;1888;0;Gd;Attchd;Fin;2;Y;190000
448;60;RL;Gilbert;7;Gable;Gd;Gd;Y;956;1886;0;Gd;Attchd;Fin;2;Y;199900
449;50;RM;IDOTRR;6;Gable;TA;TA;Y;780;1376;0;TA;Detchd;Unf;1;N;119500
450;50;RM;OldTown;3;Gable;TA;Ex;Y;679;1183;0;TA;Detchd;Unf;1;Y;120000
451;30;RM;OldTown;6;Hip;TA;Ex;Y;813;813;0;Gd;Detchd;Unf;1;N;110000
452;20;RL;ClearCr;7;Gable;Gd;TA;Y;1533;1533;1;Gd;Attchd;Unf;2;Y;280000
453;60;RL;Timber;6;Hip;Ex;Ex;Y;888;1756;1;TA;Attchd;Fin;2;Y;204000
454;60;FV;Somerst;8;Gable;Gd;Ex;Y;786;1590;0;Gd;Attchd;RFn;2;Y;210000
455;90;RL;Mitchel;5;Gable;TA;TA;Y;1728;1728;2;TA;Detchd;Unf;2;Y;188000
456;20;RL;NWAmes;7;Hip;TA;Fa;Y;1242;1242;0;TA;Attchd;Unf;2;Y;175500
457;70;RM;OldTown;5;Gable;TA;Fa;N;624;1344;0;TA;Detchd;Unf;3;Y;98000
458;20;RL;ClearCr;4;Flat;Gd;Ex;Y;1663;1663;1;Gd;Attchd;Fin;2;Y;256000
459;70;RM;OldTown;8;Hip;TA;Fa;Y;833;1666;0;Gd;Detchd;Unf;1;Y;161000
460;50;RL;BrkSide;5;Gable;TA;TA;Y;979;1203;1;Gd;Detchd;Unf;1;Y;110000
461;60;FV;Somerst;8;Gable;Gd;Ex;Y;832;1935;1;TA;BuiltIn;Fin;2;Y;263435
462;70;RL;SWISU;7;Gable;Gd;Ex;Y;575;1135;1;Gd;Detchd;RFn;2;Y;155000
463;20;RL;Sawyer;5;Gable;TA;Gd;Y;864;864;0;TA;Detchd;Unf;1;Y;62383
464;70;RL;Crawfor;6;Hip;TA;Fa;Y;849;1660;0;TA;Detchd;Unf;1;Y;188700
465;20;RL;CollgCr;5;Gable;Gd;TA;Y;1040;1040;0;TA;;;0;Y;124000
466;120;RM;Blmngtn;7;Hip;Gd;Ex;Y;1414;1414;0;Gd;Attchd;Fin;2;Y;178740
467;20;RL;NAmes;7;Flat;TA;TA;Y;1277;1277;1;TA;Attchd;Unf;2;Y;167000
468;70;RL;NAmes;5;Gable;TA;Ex;Y;888;1644;0;Gd;Attchd;Unf;1;Y;146500
469;20;RL;NridgHt;8;Gable;Gd;Ex;Y;1634;1634;0;Gd;Attchd;RFn;3;Y;250000
470;60;RL;SawyerW;6;Gable;Gd;Ex;Y;832;1710;0;Gd;Attchd;RFn;2;Y;187000
471;120;RL;StoneBr;8;Gable;Gd;TA;Y;1502;1502;1;Gd;Attchd;RFn;2;Y;212000
472;60;RL;NWAmes;7;Mansard;Gd;TA;Y;1161;1969;0;TA;Attchd;RFn;2;Y;190000
473;180;RM;Edwards;6;Gable;Gd;Ex;Y;1072;1072;1;TA;Basment;RFn;2;Y;148000
474;20;RL;NridgHt;8;Gable;Ex;Ex;Y;1976;1976;1;Gd;Attchd;RFn;3;Y;440000
475;120;RL;StoneBr;8;Gable;Gd;Ex;Y;1652;1652;1;Ex;Attchd;RFn;2;Y;251000
476;20;RL;Sawyer;5;Hip;TA;TA;Y;970;970;1;TA;Detchd;Unf;2;Y;132500
477;20;RL;CollgCr;6;Gable;Gd;Ex;Y;1493;1493;1;Gd;Attchd;Fin;2;Y;208900
478;60;RL;NridgHt;9;Hip;Gd;Ex;Y;2069;2643;0;Ex;BuiltIn;Fin;3;Y;380000
479;20;RL;CollgCr;8;Hip;Ex;Ex;Y;1718;1718;1;Gd;Attchd;RFn;3;Y;297000
480;30;RM;OldTown;4;Hip;Fa;TA;Y;1131;1131;0;TA;Detchd;Unf;2;Y;89471
481;20;RL;NridgHt;9;Hip;Ex;Ex;Y;1850;1850;1;Gd;Attchd;Fin;3;Y;326000
482;20;RL;NridgHt;9;Hip;Ex;Ex;Y;1792;1792;1;Ex;Attchd;Fin;3;Y;374000
483;70;RM;OldTown;7;Gable;TA;Ex;Y;916;1826;1;Ex;Attchd;Unf;1;Y;155000
484;120;RM;Mitchel;6;Hip;Ex;Ex;Y;1216;1216;1;TA;Attchd;Unf;2;Y;164000
485;20;RL;Sawyer;5;Gable;TA;Gd;Y;999;999;1;Gd;Detchd;Unf;1;Y;132500
486;20;RL;NAmes;5;Gable;TA;Gd;Y;1113;1113;0;Gd;Attchd;Unf;1;Y;147000
487;20;RL;NAmes;5;Hip;TA;TA;Y;1073;1073;1;TA;Attchd;RFn;2;Y;156000
488;20;RL;NWAmes;5;Gable;Gd;Gd;Y;1484;1484;0;TA;Attchd;Unf;2;Y;175000
489;190;RL;OldTown;5;Gable;TA;TA;N;1766;2414;0;TA;Attchd;Unf;2;N;160000
